age,gender,weight_kg,height_cm,bmi,activity_level,goal,goal_encoded,health_condition,condition_encoded,region,region_encoded,protein_pct,carbs_pct,fat_pct,diet_category
49,0,55.3,156.1,22.69,1.725,maintain,0,hypertension,2,north_india,0,28,43,29,medical_diet
41,0,38.0,154.0,16.03,1.55,maintain,0,diabetes,1,west_india,2,41,23,36,muscle_gain
31,0,38.6,157.0,15.66,1.2,loss,-1,none,0,north_india,0,34,28,38,muscle_gain
49,1,80.2,175.0,26.2,1.55,loss,-1,none,0,west_india,2,34,31,35,weight_loss
63,0,41.7,157.0,16.92,1.55,maintain,0,none,0,north_india,0,31,41,28,muscle_gain
60,1,84.9,162.6,32.12,1.2,loss,-1,none,0,south_india,1,34,28,38,weight_loss
33,0,40.7,151.9,17.62,1.375,loss,-1,none,0,west_india,2,35,32,33,muscle_gain
21,1,58.5,158.5,23.29,1.55,gain,1,none,0,west_india,2,38,50,12,muscle_gain
69,0,61.0,159.1,24.1,1.55,maintain,0,none,0,south_india,1,31,42,27,maintenance
54,1,57.4,166.2,20.79,1.725,loss,-1,none,0,south_india,1,35,30,35,maintenance
38,0,38.7,165.6,14.12,1.55,loss,-1,none,0,west_india,2,35,28,37,muscle_gain
31,0,62.8,160.5,24.37,1.2,maintain,0,none,0,west_india,2,31,41,28,maintenance
48,1,59.2,168.3,20.92,1.55,gain,1,hypertension,2,south_india,1,42,53,5,muscle_gain
65,1,75.7,174.3,24.92,1.375,maintain,0,diabetes,1,west_india,2,39,24,37,medical_diet
35,0,60.3,161.8,23.04,1.375,maintain,0,diabetes,1,west_india,2,39,26,35,medical_diet
24,1,70.1,166.9,25.15,1.2,loss,-1,none,0,west_india,2,37,30,33,weight_loss
27,0,69.4,150.7,30.58,1.2,gain,1,diabetes,1,north_india,0,52,36,12,muscle_gain
24,1,64.3,170.8,22.02,1.2,maintain,0,hypertension,2,north_india,0,32,43,25,medical_diet
50,0,40.7,146.3,19.0,1.55,loss,-1,thyroid,3,north_india,0,34,30,36,medical_diet
40,1,47.1,167.1,16.88,1.2,loss,-1,none,0,west_india,2,33,29,38,muscle_gain
38,0,50.5,152.8,21.61,1.2,loss,-1,hypertension,2,north_india,0,34,37,29,medical_diet
36,0,60.4,155.5,24.98,1.2,gain,1,pcos,4,north_india,0,48,34,18,muscle_gain
65,0,49.5,155.3,20.52,1.55,maintain,0,none,0,east_india,3,29,42,29,maintenance
36,1,70.3,165.3,25.73,1.2,loss,-1,none,0,north_india,0,33,31,36,weight_loss
53,0,59.8,162.0,22.81,1.2,loss,-1,none,0,north_india,0,33,28,39,maintenance
46,1,59.0,174.6,19.34,1.375,loss,-1,hypertension,2,east_india,3,35,33,32,medical_diet
35,1,66.4,162.7,25.1,1.375,loss,-1,none,0,north_india,0,34,32,34,weight_loss
19,1,69.5,172.0,23.5,1.375,loss,-1,diabetes,1,east_india,3,43,13,44,medical_diet
18,0,64.6,163.1,24.28,1.55,loss,-1,thyroid,3,south_india,1,35,31,34,medical_diet
64,1,63.9,170.7,21.93,1.2,gain,1,none,0,south_india,1,39,49,12,muscle_gain
22,1,61.1,169.0,21.4,1.2,gain,1,none,0,north_india,0,38,51,11,muscle_gain
37,1,78.2,176.3,25.16,1.2,loss,-1,pcos,4,east_india,3,45,16,39,weight_loss
28,0,49.6,152.4,21.37,1.725,loss,-1,hypertension,2,west_india,2,37,34,29,medical_diet
59,1,88.3,167.6,31.43,1.2,maintain,0,diabetes,1,north_india,0,38,25,37,medical_diet
19,1,84.9,175.3,27.62,1.9,loss,-1,none,0,west_india,2,35,30,35,weight_loss
20,1,76.2,169.6,26.47,1.55,loss,-1,hypertension,2,north_india,0,33,37,30,weight_loss
40,1,66.7,168.9,23.4,1.375,loss,-1,thyroid,3,south_india,1,34,32,34,medical_diet
29,0,38.0,156.6,15.5,1.55,loss,-1,hypertension,2,north_india,0,35,35,30,muscle_gain
37,0,51.0,160.7,19.75,1.375,loss,-1,none,0,east_india,3,34,30,36,maintenance
22,1,60.3,168.1,21.35,1.375,gain,1,diabetes,1,south_india,1,50,36,14,muscle_gain
54,1,60.6,163.9,22.56,1.375,loss,-1,none,0,east_india,3,33,28,39,maintenance
55,1,62.3,162.7,23.54,1.55,loss,-1,none,0,south_india,1,34,32,34,maintenance
47,1,68.9,161.0,26.57,1.2,loss,-1,hypertension,2,south_india,1,36,33,31,weight_loss
26,0,62.8,159.5,24.68,1.55,loss,-1,none,0,west_india,2,36,29,35,maintenance
51,0,77.1,163.2,28.95,1.55,maintain,0,none,0,west_india,2,31,40,29,maintenance
61,0,55.3,159.1,21.87,1.375,maintain,0,none,0,north_india,0,31,41,28,maintenance
52,0,58.7,155.6,24.24,1.9,loss,-1,none,0,south_india,1,35,29,36,maintenance
69,1,70.2,166.1,25.45,1.2,gain,1,none,0,west_india,2,39,52,9,muscle_gain
39,1,54.5,151.5,23.72,1.725,maintain,0,none,0,south_india,1,30,41,29,maintenance
61,0,84.8,169.4,29.54,1.55,gain,1,none,0,north_india,0,39,49,12,muscle_gain
41,0,67.5,157.8,27.09,1.55,loss,-1,none,0,north_india,0,36,29,35,weight_loss
34,1,55.3,171.1,18.88,1.725,loss,-1,none,0,west_india,2,37,28,35,maintenance
27,1,80.0,181.4,24.32,1.55,maintain,0,none,0,north_india,0,28,40,32,maintenance
47,1,61.0,161.2,23.48,1.375,loss,-1,none,0,north_india,0,36,31,33,maintenance
63,1,107.0,181.2,32.59,1.55,loss,-1,hypertension,2,north_india,0,36,36,28,weight_loss
40,1,57.3,161.2,22.03,1.2,gain,1,none,0,north_india,0,42,51,7,muscle_gain
49,0,47.6,159.4,18.73,1.375,gain,1,diabetes,1,north_india,0,50,34,16,muscle_gain
34,0,69.5,164.3,25.77,1.725,loss,-1,diabetes,1,east_india,3,45,15,40,weight_loss
67,1,74.1,168.1,26.21,1.2,gain,1,none,0,north_india,0,39,51,10,muscle_gain
68,1,69.8,170.7,23.96,1.2,maintain,0,none,0,south_india,1,28,39,33,maintenance
34,0,51.4,154.0,21.66,1.375,loss,-1,hypertension,2,east_india,3,34,35,31,medical_diet
31,1,84.4,173.0,28.2,1.375,loss,-1,none,0,east_india,3,36,29,35,weight_loss
26,0,38.0,147.5,17.47,1.375,loss,-1,none,0,west_india,2,35,31,34,muscle_gain
57,0,45.8,149.9,20.39,1.375,loss,-1,hypertension,2,east_india,3,36,33,31,medical_diet
19,0,51.7,157.9,20.71,1.55,loss,-1,none,0,south_india,1,36,31,33,maintenance
62,0,69.4,156.3,28.42,1.375,loss,-1,hypertension,2,west_india,2,35,37,28,weight_loss
42,1,66.8,163.4,25.03,1.375,loss,-1,none,0,east_india,3,36,32,32,weight_loss
56,1,61.6,174.4,20.26,1.9,loss,-1,diabetes,1,north_india,0,46,13,41,medical_diet
26,0,43.5,155.1,18.08,1.9,loss,-1,hypertension,2,north_india,0,33,36,31,muscle_gain
39,1,78.8,156.3,32.25,1.55,loss,-1,none,0,west_india,2,34,31,35,weight_loss
60,1,88.9,175.9,28.73,1.2,loss,-1,none,0,north_india,0,33,30,37,weight_loss
63,1,92.5,182.4,27.8,1.375,loss,-1,diabetes,1,north_india,0,47,17,36,weight_loss
21,1,69.9,169.8,24.26,1.725,maintain,0,hypertension,2,west_india,2,28,43,29,medical_diet
43,0,80.2,162.1,30.52,1.375,loss,-1,none,0,north_india,0,34,30,36,weight_loss
46,1,62.0,175.3,20.19,1.9,loss,-1,none,0,north_india,0,33,29,38,maintenance
62,0,59.2,150.1,26.25,1.375,gain,1,none,0,east_india,3,42,49,9,muscle_gain
51,0,48.7,154.0,20.53,1.725,loss,-1,diabetes,1,north_india,0,46,15,39,medical_diet
40,1,55.8,158.8,22.13,1.2,loss,-1,thyroid,3,east_india,3,36,28,36,medical_diet
54,0,65.7,157.0,26.66,1.375,loss,-1,diabetes,1,south_india,1,43,15,42,weight_loss
28,1,69.8,171.5,23.72,1.55,maintain,0,hypertension,2,east_india,3,32,43,25,medical_diet
23,1,66.4,171.6,22.54,1.725,gain,1,hypertension,2,east_india,3,39,56,5,muscle_gain
35,0,44.0,149.9,19.56,1.55,loss,-1,none,0,south_india,1,37,29,34,maintenance
38,1,38.7,162.6,14.66,1.2,loss,-1,none,0,east_india,3,33,29,38,muscle_gain
59,0,58.3,149.2,26.21,1.725,maintain,0,none,0,south_india,1,30,40,30,maintenance
53,0,39.5,151.6,17.2,1.375,loss,-1,diabetes,1,south_india,1,45,17,38,muscle_gain
58,1,89.2,166.9,32.02,1.2,gain,1,none,0,south_india,1,42,50,8,muscle_gain
55,1,65.9,169.4,22.98,1.375,loss,-1,diabetes,1,north_india,0,43,16,41,medical_diet
51,1,83.2,167.5,29.66,1.55,loss,-1,none,0,west_india,2,37,30,33,weight_loss
34,0,38.0,156.9,15.43,1.375,loss,-1,hypertension,2,north_india,0,33,33,34,muscle_gain
54,1,88.1,179.4,27.4,1.725,loss,-1,pcos,4,north_india,0,44,16,40,weight_loss
42,0,80.3,168.4,28.3,1.375,loss,-1,none,0,west_india,2,35,29,36,weight_loss
55,0,74.2,158.6,29.51,1.375,maintain,0,none,0,south_india,1,31,38,31,maintenance
29,1,46.5,164.8,17.12,1.2,loss,-1,hypertension,2,south_india,1,35,35,30,muscle_gain
40,1,45.6,154.0,19.21,1.375,loss,-1,none,0,south_india,1,36,32,32,maintenance
59,1,70.4,163.4,26.34,1.2,loss,-1,none,0,south_india,1,33,32,35,weight_loss
39,0,60.1,158.3,23.98,1.2,maintain,0,hypertension,2,north_india,0,31,43,26,medical_diet
38,1,75.8,172.3,25.54,1.2,loss,-1,diabetes,1,east_india,3,44,15,41,weight_loss
44,0,54.8,159.1,21.65,1.2,loss,-1,diabetes,1,south_india,1,43,17,40,medical_diet
48,1,92.8,174.2,30.58,1.2,loss,-1,thyroid,3,north_india,0,35,28,37,weight_loss
23,1,109.1,177.8,34.51,1.375,loss,-1,pcos,4,north_india,0,45,17,38,weight_loss
44,0,56.3,155.1,23.42,1.2,gain,1,hypertension,2,south_india,1,42,53,5,muscle_gain
57,0,68.8,163.4,25.78,1.2,loss,-1,none,0,south_india,1,36,28,36,weight_loss
51,1,69.7,169.0,24.39,1.9,loss,-1,none,0,east_india,3,33,30,37,maintenance
29,1,72.7,157.3,29.39,1.375,gain,1,hypertension,2,north_india,0,41,57,2,muscle_gain
62,1,77.0,167.1,27.59,1.375,loss,-1,diabetes,1,east_india,3,44,13,43,weight_loss
24,1,49.2,162.0,18.74,1.2,maintain,0,none,0,west_india,2,29,39,32,maintenance
27,1,65.5,172.9,21.92,1.375,maintain,0,none,0,south_india,1,32,38,30,maintenance
62,0,38.0,146.5,17.71,1.375,loss,-1,hypertension,2,east_india,3,33,33,34,muscle_gain
34,0,93.2,160.9,36.02,1.375,loss,-1,none,0,east_india,3,33,31,36,weight_loss
43,0,77.5,169.8,26.85,1.375,gain,1,thyroid,3,west_india,2,41,48,11,muscle_gain
38,0,54.1,161.3,20.81,1.55,loss,-1,diabetes,1,north_india,0,47,15,38,medical_diet
45,1,60.8,168.9,21.31,1.725,loss,-1,hypertension,2,north_india,0,35,35,30,medical_diet
63,0,60.2,150.5,26.56,1.725,loss,-1,none,0,south_india,1,33,28,39,weight_loss
19,0,62.1,151.3,27.15,1.2,loss,-1,diabetes,1,north_india,0,43,15,42,weight_loss
60,0,78.6,169.0,27.51,1.55,loss,-1,hypertension,2,south_india,1,33,33,34,weight_loss
18,1,54.2,159.3,21.36,1.2,loss,-1,none,0,south_india,1,37,30,33,maintenance
68,0,56.7,153.0,24.21,1.55,loss,-1,none,0,south_india,1,34,29,37,maintenance
53,1,73.9,172.5,24.81,1.375,maintain,0,diabetes,1,south_india,1,40,23,37,medical_diet
68,0,43.9,155.1,18.23,1.375,loss,-1,none,0,south_india,1,34,28,38,muscle_gain
43,1,60.6,171.8,20.56,1.375,loss,-1,hypertension,2,north_india,0,36,34,30,medical_diet
46,0,55.9,150.9,24.53,1.55,loss,-1,hypertension,2,south_india,1,33,35,32,medical_diet
38,1,82.7,180.4,25.43,1.55,loss,-1,none,0,south_india,1,36,30,34,weight_loss
28,0,64.4,157.7,25.87,1.2,loss,-1,thyroid,3,north_india,0,36,32,32,weight_loss
57,1,75.9,166.4,27.41,1.55,loss,-1,hypertension,2,north_india,0,33,34,33,weight_loss
28,1,88.3,170.3,30.44,1.55,loss,-1,none,0,north_india,0,37,29,34,weight_loss
53,0,48.2,157.5,19.43,1.2,maintain,0,none,0,south_india,1,31,41,28,maintenance
66,1,76.6,169.0,26.81,1.375,loss,-1,none,0,south_india,1,37,30,33,weight_loss
56,1,81.0,172.0,27.38,1.55,loss,-1,none,0,north_india,0,34,28,38,weight_loss
57,0,52.7,156.4,21.53,1.375,gain,1,none,0,south_india,1,40,49,11,muscle_gain
52,0,48.5,147.1,22.44,1.55,loss,-1,none,0,south_india,1,35,31,34,maintenance
51,1,63.4,166.8,22.77,1.375,loss,-1,none,0,west_india,2,35,30,35,maintenance
64,0,83.8,158.5,33.36,1.9,gain,1,diabetes,1,east_india,3,50,33,17,muscle_gain
41,0,51.3,150.0,22.78,1.725,loss,-1,diabetes,1,north_india,0,47,16,37,medical_diet
39,0,50.4,145.0,23.98,1.2,gain,1,pcos,4,north_india,0,49,34,17,muscle_gain
22,1,58.4,161.5,22.37,1.375,loss,-1,none,0,west_india,2,37,28,35,maintenance
50,1,62.9,168.7,22.12,1.375,gain,1,none,0,east_india,3,41,48,11,muscle_gain
53,1,50.0,165.7,18.23,1.2,loss,-1,none,0,south_india,1,33,32,35,muscle_gain
64,1,80.3,167.1,28.76,1.375,gain,1,none,0,north_india,0,41,51,8,muscle_gain
37,1,68.6,159.4,27.01,1.55,maintain,0,diabetes,1,east_india,3,42,23,35,medical_diet
36,1,61.5,165.1,22.56,1.55,loss,-1,none,0,south_india,1,36,29,35,maintenance
52,1,69.9,180.7,21.4,1.725,gain,1,none,0,south_india,1,41,48,11,muscle_gain
69,0,59.7,157.6,24.06,1.2,loss,-1,diabetes,1,south_india,1,46,17,37,medical_diet
60,1,44.6,150.6,19.67,1.55,maintain,0,none,0,north_india,0,29,42,29,maintenance
34,1,73.9,176.5,23.7,1.375,maintain,0,none,0,west_india,2,29,38,33,maintenance
62,0,38.0,152.1,16.43,1.2,maintain,0,hypertension,2,south_india,1,28,45,27,muscle_gain
60,0,63.2,160.6,24.51,1.375,loss,-1,hypertension,2,east_india,3,35,33,32,medical_diet
51,0,55.8,152.9,23.85,1.55,gain,1,none,0,north_india,0,42,52,6,muscle_gain
26,1,75.1,162.0,28.63,1.375,maintain,0,hypertension,2,south_india,1,32,47,21,medical_diet
43,0,69.3,171.1,23.67,1.9,loss,-1,none,0,south_india,1,34,29,37,maintenance
19,1,74.5,178.5,23.38,1.55,loss,-1,none,0,east_india,3,34,29,37,maintenance
26,1,47.4,166.1,17.19,1.375,maintain,0,none,0,north_india,0,28,40,32,muscle_gain
26,1,68.1,154.9,28.39,1.2,gain,1,diabetes,1,west_india,2,52,34,14,muscle_gain
57,0,64.5,153.8,27.27,1.2,maintain,0,none,0,south_india,1,32,38,30,maintenance
34,0,58.5,158.2,23.39,1.55,loss,-1,diabetes,1,south_india,1,43,13,44,medical_diet
18,1,60.4,176.4,19.43,1.375,loss,-1,pcos,4,east_india,3,43,17,40,medical_diet
42,1,53.5,168.1,18.94,1.375,maintain,0,hypertension,2,south_india,1,31,43,26,medical_diet
60,1,58.5,165.0,21.47,1.375,loss,-1,thyroid,3,west_india,2,33,32,35,medical_diet
57,0,61.8,150.2,27.39,1.55,loss,-1,none,0,south_india,1,36,28,36,weight_loss
59,1,72.3,168.8,25.37,1.375,maintain,0,none,0,north_india,0,32,38,30,maintenance
42,0,38.0,151.0,16.67,1.375,loss,-1,none,0,north_india,0,36,28,36,muscle_gain
56,1,80.9,176.1,26.1,1.55,loss,-1,none,0,north_india,0,35,28,37,weight_loss
52,0,48.2,158.3,19.25,1.2,loss,-1,none,0,west_india,2,34,29,37,maintenance
20,1,61.8,168.0,21.87,1.725,loss,-1,diabetes,1,north_india,0,46,14,40,medical_diet
67,0,66.9,155.2,27.76,1.55,maintain,0,none,0,west_india,2,30,42,28,maintenance
54,0,59.3,150.2,26.32,1.2,maintain,0,diabetes,1,north_india,0,38,26,36,medical_diet
61,0,62.3,149.1,27.99,1.725,maintain,0,none,0,south_india,1,28,38,34,maintenance
61,0,51.3,151.6,22.32,1.725,loss,-1,none,0,north_india,0,33,32,35,maintenance
68,0,69.7,159.1,27.53,1.55,gain,1,none,0,north_india,0,38,52,10,muscle_gain
47,0,53.1,160.1,20.71,1.375,maintain,0,none,0,north_india,0,30,38,32,maintenance
55,1,66.4,169.5,23.12,1.9,gain,1,pcos,4,east_india,3,49,33,18,muscle_gain
51,1,70.1,174.0,23.15,1.2,gain,1,none,0,north_india,0,41,52,7,muscle_gain
29,1,68.4,168.1,24.2,1.375,loss,-1,diabetes,1,north_india,0,44,17,39,medical_diet
36,1,60.0,175.4,19.49,1.2,gain,1,hypertension,2,east_india,3,41,54,5,muscle_gain
54,0,56.7,159.4,22.32,1.375,loss,-1,none,0,south_india,1,34,29,37,maintenance
61,1,85.5,168.1,30.26,1.725,loss,-1,thyroid,3,south_india,1,35,28,37,weight_loss
66,0,38.0,150.0,16.9,1.55,loss,-1,none,0,east_india,3,35,32,33,muscle_gain
34,0,46.9,162.8,17.68,1.55,loss,-1,pcos,4,west_india,2,43,13,44,muscle_gain
27,0,56.0,171.0,19.16,1.375,maintain,0,none,0,west_india,2,32,40,28,maintenance
66,1,99.7,167.7,35.43,1.725,gain,1,diabetes,1,south_india,1,50,33,17,muscle_gain
64,0,61.6,156.0,25.31,1.375,maintain,0,hypertension,2,west_india,2,30,43,27,medical_diet
29,1,72.5,175.7,23.47,1.2,maintain,0,none,0,east_india,3,28,42,30,maintenance
33,1,60.1,159.2,23.69,1.55,gain,1,none,0,east_india,3,42,52,6,muscle_gain
41,1,67.8,165.0,24.88,1.375,maintain,0,none,0,south_india,1,30,39,31,maintenance
36,1,67.5,175.2,21.99,1.2,loss,-1,none,0,north_india,0,35,31,34,maintenance
25,1,64.0,170.2,22.09,1.725,gain,1,none,0,east_india,3,39,48,13,muscle_gain
48,0,43.8,145.7,20.63,1.55,maintain,0,hypertension,2,north_india,0,31,44,25,medical_diet
38,0,49.6,158.3,19.8,1.725,maintain,0,none,0,south_india,1,31,40,29,maintenance
34,1,64.5,169.3,22.51,1.375,maintain,0,none,0,north_india,0,29,38,33,maintenance
40,0,57.8,153.6,24.51,1.2,loss,-1,none,0,north_india,0,36,31,33,maintenance
54,1,53.6,165.6,19.55,1.2,loss,-1,none,0,west_india,2,33,30,37,maintenance
33,0,90.1,158.7,35.74,1.725,loss,-1,thyroid,3,north_india,0,37,28,35,weight_loss
23,0,60.1,151.1,26.34,1.2,loss,-1,none,0,north_india,0,35,32,33,weight_loss
25,0,40.9,156.2,16.78,1.55,gain,1,none,0,north_india,0,41,51,8,muscle_gain
42,0,38.0,167.6,13.53,1.2,maintain,0,none,0,south_india,1,30,42,28,muscle_gain
35,0,52.7,160.9,20.34,1.55,loss,-1,none,0,west_india,2,34,30,36,maintenance
42,0,57.0,148.8,25.75,1.2,loss,-1,none,0,south_india,1,34,29,37,weight_loss
29,0,55.2,149.4,24.76,1.2,maintain,0,none,0,west_india,2,31,42,27,maintenance
32,0,56.6,157.9,22.69,1.55,loss,-1,none,0,west_india,2,34,31,35,maintenance
43,0,41.5,148.7,18.77,1.375,loss,-1,hypertension,2,north_india,0,36,37,27,medical_diet
58,0,38.0,145.0,18.07,1.375,loss,-1,none,0,west_india,2,33,29,38,muscle_gain
62,0,55.4,160.2,21.57,1.55,loss,-1,none,0,west_india,2,36,28,36,maintenance
43,0,46.8,158.9,18.52,1.55,gain,1,none,0,north_india,0,39,49,12,muscle_gain
64,0,54.9,159.7,21.53,1.375,gain,1,none,0,south_india,1,38,50,12,muscle_gain
49,1,78.4,162.4,29.72,1.55,maintain,0,none,0,north_india,0,28,38,34,maintenance
27,0,47.4,156.6,19.31,1.725,loss,-1,none,0,north_india,0,36,32,32,maintenance
33,0,60.4,153.0,25.77,1.55,maintain,0,none,0,south_india,1,30,42,28,maintenance
24,0,69.3,160.1,27.02,1.55,loss,-1,hypertension,2,north_india,0,35,34,31,weight_loss
34,0,53.2,166.2,19.27,1.725,loss,-1,none,0,north_india,0,34,28,38,maintenance
40,0,43.9,154.0,18.5,1.55,loss,-1,none,0,north_india,0,36,29,35,maintenance
43,0,63.7,150.9,27.98,1.375,loss,-1,diabetes,1,north_india,0,45,13,42,weight_loss
38,1,53.9,165.0,19.79,1.9,loss,-1,none,0,north_india,0,36,29,35,maintenance
39,1,79.1,179.7,24.47,1.2,maintain,0,diabetes,1,south_india,1,40,26,34,medical_diet
24,1,83.6,159.1,33.02,1.9,loss,-1,none,0,north_india,0,33,31,36,weight_loss
31,0,56.8,145.0,27.0,1.2,loss,-1,none,0,east_india,3,36,28,36,weight_loss
32,0,60.7,159.6,23.8,1.375,maintain,0,hypertension,2,east_india,3,30,43,27,medical_diet
24,0,71.0,160.9,27.42,1.725,maintain,0,none,0,west_india,2,32,39,29,maintenance
26,1,65.5,166.1,23.72,1.2,loss,-1,pcos,4,north_india,0,44,16,40,medical_diet
68,0,63.3,151.1,27.74,1.2,maintain,0,diabetes,1,east_india,3,39,24,37,medical_diet
65,0,38.0,157.5,15.32,1.55,maintain,0,diabetes,1,south_india,1,41,27,32,muscle_gain
25,1,74.4,176.1,24.0,1.55,loss,-1,none,0,north_india,0,37,28,35,maintenance
67,1,51.5,176.6,16.53,1.2,gain,1,hypertension,2,west_india,2,38,56,6,muscle_gain
40,0,58.1,156.2,23.82,1.375,loss,-1,none,0,north_india,0,34,32,34,maintenance
46,0,61.8,164.6,22.8,1.375,maintain,0,thyroid,3,south_india,1,31,38,31,medical_diet
35,0,71.4,155.1,29.69,1.2,loss,-1,none,0,west_india,2,34,31,35,weight_loss
48,0,59.6,151.1,26.12,1.375,loss,-1,hypertension,2,north_india,0,36,37,27,weight_loss
47,1,55.0,161.3,21.14,1.2,loss,-1,diabetes,1,north_india,0,47,14,39,medical_diet
69,0,56.5,161.4,21.7,1.375,maintain,0,hypertension,2,east_india,3,30,44,26,medical_diet
56,0,61.7,157.2,24.99,1.55,loss,-1,none,0,west_india,2,35,31,34,maintenance
52,1,54.2,161.0,20.89,1.725,gain,1,none,0,north_india,0,40,50,10,muscle_gain
35,0,60.3,160.7,23.35,1.375,maintain,0,hypertension,2,south_india,1,30,45,25,medical_diet
59,0,60.8,145.0,28.92,1.2,gain,1,none,0,north_india,0,38,48,14,muscle_gain
56,1,60.8,170.8,20.85,1.55,loss,-1,diabetes,1,east_india,3,46,13,41,medical_diet
34,1,70.4,175.7,22.78,1.725,loss,-1,pcos,4,south_india,1,43,17,40,medical_diet
31,0,48.4,152.1,20.93,1.375,loss,-1,none,0,west_india,2,35,32,33,maintenance
48,1,96.5,158.6,38.36,1.375,gain,1,none,0,east_india,3,40,49,11,muscle_gain
41,1,79.6,172.3,26.81,1.9,loss,-1,none,0,east_india,3,37,30,33,weight_loss
52,0,77.8,164.2,28.85,1.55,gain,1,none,0,north_india,0,39,48,13,muscle_gain
61,1,77.7,168.5,27.37,1.55,loss,-1,diabetes,1,east_india,3,45,15,40,weight_loss
62,0,65.5,155.5,27.1,1.55,gain,1,none,0,north_india,0,38,52,10,muscle_gain
51,0,58.5,152.8,25.05,1.2,loss,-1,none,0,south_india,1,33,30,37,weight_loss
20,0,61.9,157.5,24.95,1.2,maintain,0,pcos,4,north_india,0,38,24,38,medical_diet
54,0,40.8,158.2,16.3,1.55,gain,1,none,0,south_india,1,42,48,10,muscle_gain
60,1,65.2,160.9,25.19,1.375,gain,1,thyroid,3,south_india,1,38,49,13,muscle_gain
57,0,60.5,161.8,23.11,1.375,gain,1,none,0,west_india,2,41,48,11,muscle_gain
43,0,51.5,145.0,24.52,1.2,maintain,0,none,0,east_india,3,31,39,30,maintenance
40,0,55.2,156.1,22.67,1.725,gain,1,none,0,south_india,1,42,52,6,muscle_gain
61,0,74.5,165.3,27.25,1.725,maintain,0,none,0,south_india,1,31,41,28,maintenance
56,1,77.5,166.2,28.05,1.375,gain,1,diabetes,1,south_india,1,52,34,14,muscle_gain
32,1,38.0,157.6,15.3,1.55,maintain,0,none,0,west_india,2,32,39,29,muscle_gain
66,1,63.4,168.6,22.3,1.2,maintain,0,diabetes,1,south_india,1,42,25,33,medical_diet
21,0,38.0,158.0,15.21,1.375,maintain,0,none,0,east_india,3,31,42,27,muscle_gain
46,1,71.8,168.9,25.16,1.375,maintain,0,diabetes,1,north_india,0,40,26,34,medical_diet
39,1,75.2,178.8,23.52,1.55,loss,-1,none,0,west_india,2,36,31,33,maintenance
42,0,77.6,161.4,29.82,1.375,maintain,0,diabetes,1,north_india,0,42,23,35,medical_diet
30,1,75.9,173.4,25.24,1.375,loss,-1,none,0,south_india,1,34,28,38,weight_loss
35,0,51.3,157.2,20.78,1.2,maintain,0,none,0,east_india,3,31,41,28,maintenance
50,1,79.4,168.2,28.09,1.2,maintain,0,diabetes,1,north_india,0,39,26,35,medical_diet
33,1,69.5,173.3,23.14,1.725,gain,1,hypertension,2,east_india,3,41,57,2,muscle_gain
62,1,59.3,165.3,21.71,1.2,maintain,0,hypertension,2,south_india,1,32,46,22,medical_diet
59,1,59.5,154.8,24.84,1.2,maintain,0,none,0,west_india,2,31,38,31,maintenance
61,0,74.5,155.1,30.95,1.375,loss,-1,thyroid,3,west_india,2,33,28,39,weight_loss
19,0,57.3,147.0,26.49,1.375,gain,1,none,0,north_india,0,38,50,12,muscle_gain
52,1,68.1,161.3,26.17,1.375,loss,-1,none,0,east_india,3,37,31,32,weight_loss
59,0,88.4,155.3,36.61,1.375,gain,1,diabetes,1,north_india,0,50,37,13,muscle_gain
51,1,58.5,167.3,20.91,1.2,maintain,0,thyroid,3,south_india,1,29,39,32,medical_diet
47,1,49.1,158.1,19.62,1.2,loss,-1,diabetes,1,east_india,3,46,13,41,medical_diet
30,1,70.9,169.2,24.78,1.2,gain,1,thyroid,3,north_india,0,42,49,9,muscle_gain
30,1,92.9,174.8,30.43,1.375,loss,-1,none,0,south_india,1,34,28,38,weight_loss
35,1,48.8,160.1,19.04,1.55,loss,-1,thyroid,3,north_india,0,36,32,32,medical_diet
49,1,98.0,176.9,31.3,1.2,loss,-1,none,0,north_india,0,36,29,35,weight_loss
49,0,38.0,150.8,16.71,1.55,gain,1,none,0,north_india,0,40,50,10,muscle_gain
52,0,46.0,147.5,21.16,1.55,maintain,0,hypertension,2,east_india,3,29,47,24,medical_diet
56,1,67.2,165.1,24.65,1.2,gain,1,hypertension,2,south_india,1,41,53,6,muscle_gain
63,0,43.9,154.5,18.4,1.55,loss,-1,none,0,north_india,0,35,31,34,muscle_gain
69,1,47.3,154.8,19.75,1.55,loss,-1,pcos,4,east_india,3,43,14,43,medical_diet
46,0,59.8,150.3,26.5,1.55,maintain,0,none,0,north_india,0,30,41,29,maintenance
66,0,83.6,166.3,30.23,1.725,loss,-1,none,0,west_india,2,34,28,38,weight_loss
46,0,38.0,149.0,17.12,1.375,maintain,0,hypertension,2,south_india,1,30,44,26,muscle_gain
61,1,66.2,164.1,24.6,1.2,maintain,0,hypertension,2,west_india,2,28,44,28,medical_diet
33,0,66.0,167.4,23.56,1.375,loss,-1,diabetes,1,north_india,0,43,14,43,medical_diet
61,1,77.2,175.9,24.95,1.2,loss,-1,hypertension,2,west_india,2,34,37,29,medical_diet
64,1,64.4,168.2,22.76,1.375,loss,-1,none,0,east_india,3,37,32,31,maintenance
27,1,63.3,178.8,19.8,1.725,loss,-1,none,0,north_india,0,35,32,33,maintenance
