name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
kidney bean curry (rajmah curry),143.73,5.95,16.38,5.77,5.83,2.49,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
sambar,96.92,3.35,10.57,4.38,3.52,3.31,other,vegan,south_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
besan kadhi with pakodies,403.35,1.64,3.56,42.59,0.81,0.88,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
khatta channa,202.57,6.3,21.14,10.56,5.26,4.75,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
sprouted moong dal chat,32.47,1.35,6.01,0.32,1.35,1.57,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
potato cauliflower (aloo gobhi),106.18,1.9,5.99,8.13,3.02,0.44,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
potato capsicum (shimla mirch aloo),125.53,1.41,8.72,9.33,2.02,0.54,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cabbage and peas (pattagobhi aur matar),63.88,3.24,6.24,2.64,3.99,0.97,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
carrot and fenugreek leaves (gajar methi),61.92,2.1,4.17,3.81,4.43,2.11,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
potato fenugreek (aloo methi),135.15,2.25,8.47,10.04,2.93,0.54,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
brinjal bhartha (baingan ka bhartha),65.12,1.38,4.4,4.48,3.27,1.82,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
dry potato (sookhe aloo),103.15,1.62,14.38,4.18,1.88,0.33,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
beans with coconut (nariyal aur sem/phali; beans thoran),131.63,2.62,4.39,11.39,5.59,2.06,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
cauliflower with coconut (nariyal ke saath phoolgobhi),132.11,2.64,3.99,11.56,5.27,1.71,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
carrot and cabbage with coconut (nariyal ke saath pattagobhi aur gajar),106.61,1.82,4.99,8.62,4.52,2.36,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
raw turnip with coconut,132.15,1.8,5.78,11.47,2.79,4.4,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
raw papaya with coconut (papaya thoran),132.75,1.54,5.58,11.42,4.31,3.82,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed okra (bharwa bhindi),94.34,2.08,3.85,7.66,4.15,0.48,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed round gourd (bharwa tinde),72.8,1.1,4.02,5.75,2.1,1.96,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed capsicum (bharwa shimla mirch),90.94,1.34,8.26,5.7,2.01,1.21,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed brinjal (bharwa baingan),93.0,1.53,3.96,7.73,4.09,0.92,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed tomatoes (bharwa tamatar),93.35,3.28,6.19,6.06,2.2,2.68,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pea potato curry (aloo matar),100.92,3.48,9.74,5.13,3.61,1.86,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pea paneer curry (matar paneer),134.83,6.61,9.29,7.75,3.3,3.89,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
pea mushroom curry (matar mushroom),93.3,3.87,7.41,5.16,3.86,1.82,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pea curry (matar ki sabzi),102.99,4.51,9.2,5.11,4.44,1.98,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pea vadi curry,101.95,4.64,8.9,5.08,4.28,1.92,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
paneer curry,176.52,7.8,8.4,12.38,1.4,6.29,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""veg""]",medium
lotus stem curry (kamal kakdi curry),110.34,1.53,9.24,7.25,3.14,2.09,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
gravy for kofta,125.59,1.75,6.31,10.35,1.96,3.73,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pea kofta curry (matar kofta curry),595.66,2.01,4.17,63.39,1.7,0.88,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach kofta curry (palak kofta curry),571.78,1.09,3.56,61.49,0.92,0.82,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
paneer kofta curry,670.91,2.39,3.27,72.06,0.4,1.98,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
lotus stem kofta curry (kamal kakdi kofta curry),633.56,0.96,5.01,67.76,1.01,0.88,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
raw banana kofta curry (kela kofta curry),627.27,0.62,3.4,67.98,0.59,2.3,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cauliflower kofta curry (phoolgobhi kofta curry),641.1,1.04,2.62,69.62,1.0,0.83,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cabbage kofta curry (pattagobhi kofta curry),639.81,0.98,2.87,69.4,0.9,0.89,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
ghiya/lauki kofta curry,638.71,0.89,2.71,69.4,0.83,0.82,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach paneer kofta curry (palak paneer kofta curry),606.03,1.43,2.94,65.41,0.75,1.16,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
vegetarian egg kofta curry,627.41,1.33,4.26,67.24,0.64,1.19,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
baked vegetables,88.99,3.67,8.44,4.44,2.34,2.56,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cauliflower musallam (phoolgobhi musallam),58.83,1.89,4.48,3.55,3.06,1.71,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
baked vegetables with spinach,77.79,3.22,6.93,4.03,2.33,2.09,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
baked potato with skin,135.77,3.43,11.11,8.5,1.2,1.66,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
shepherd's pie (vegetarian),135.63,5.04,12.03,7.3,2.23,2.78,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
baked brinjal in tomato sauce,38.63,1.58,4.13,1.62,2.34,2.2,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
dum aloo,682.33,0.7,3.33,74.01,0.68,0.71,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach paneer (palak paneer),77.68,4.03,4.43,4.76,1.91,2.55,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
methi chaman,475.62,1.54,2.78,50.91,0.53,1.79,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sarson ka saag,87.84,3.0,5.33,5.86,3.69,0.75,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
jackfruit sabzi (kathal ki sabzi),625.4,0.69,3.4,67.6,1.02,2.59,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
avial,124.56,2.46,8.47,8.94,5.44,3.83,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
al yakhani,147.54,2.86,4.65,13.14,1.27,3.56,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
shahi paneer,156.5,5.06,6.64,12.34,1.4,5.01,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""veg""]",medium
paneer in butter sauce,145.61,6.99,9.7,8.81,1.5,7.49,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""veg""]",medium
methi malai paneer,194.98,7.34,8.15,14.76,1.47,6.0,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""veg""]",medium
chilli paneer,777.51,2.1,3.31,84.01,0.5,1.5,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
paneer makhana korma,775.82,3.24,4.63,82.76,0.21,1.84,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
kadhai paneer,107.99,4.33,7.34,6.81,2.07,5.54,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""veg""]",medium
roghan josh,139.59,9.56,4.93,9.02,2.08,2.66,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach mutton (palak mutton),80.32,5.74,3.45,4.71,2.23,1.42,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat""]",medium
pea keema curry (matar keema ki sabzi),133.0,8.43,6.24,8.14,2.96,1.82,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
keema kofta curry,154.45,9.77,5.64,10.39,1.51,2.14,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
kashmiri mutton koftas (gushtaba),97.42,6.33,3.04,6.77,0.62,2.13,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
mutton yakhni,104.13,8.27,0.84,7.7,0.67,0.13,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
chicken yakhni,99.0,10.66,0.78,6.1,0.62,0.12,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
mutton do piaza,183.3,9.39,4.14,14.41,1.93,2.9,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
mutton chops,663.64,4.03,1.48,71.31,0.17,0.42,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
shammi kebab,685.69,4.52,3.54,72.61,1.05,0.31,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
scotch egg,676.89,4.05,1.91,72.62,0.36,0.3,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
shepherd's pie (with minced meat),142.78,7.45,8.06,8.88,1.05,1.7,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
chicken curry,129.22,11.79,3.38,7.57,1.41,1.79,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
tandoori chicken,145.2,16.26,2.34,7.93,0.5,1.58,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
butter chicken,137.0,10.92,3.74,8.7,1.32,2.37,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
chicken kebab,729.41,3.71,1.11,78.89,0.21,0.24,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
chilli chicken,198.83,9.57,2.86,16.56,0.99,0.93,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
fried chicken with tomato sauce (fried chicken tamatar ki chutney kay saath),125.03,11.48,2.51,7.61,1.13,1.16,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish curry (machli curry),111.13,8.76,3.77,6.69,1.89,2.02,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fried fish (indian style) (tali hui machli),658.54,4.35,5.4,68.88,0.61,0.4,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
fried fish and chips (english style) (tali hui machli aur chips),651.75,3.36,2.77,69.69,0.29,0.17,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
tomato fish,489.79,2.39,3.18,51.91,0.72,1.35,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
baked fish with cheese sauce,113.96,8.64,4.06,7.02,0.08,3.22,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish tikka,117.33,16.0,3.91,4.15,1.18,1.18,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat""]",medium
tandoori fish,95.98,11.19,2.37,4.64,0.58,1.6,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat""]",medium
"paneer, apple and pineapple salad",95.08,3.88,8.35,5.07,1.65,6.36,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""veg""]",medium
russian salad,114.83,4.26,6.5,7.84,2.57,1.66,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pasta salad,190.36,4.15,12.7,13.92,0.96,2.6,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
deviled egg,98.56,4.97,2.23,7.72,1.15,0.82,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
hawain salad,175.23,4.27,14.35,11.37,3.93,5.24,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
mixed pulse and vegetable salad,83.12,4.74,13.96,0.84,2.96,1.36,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
sprouted moong salad,37.81,2.29,5.48,0.74,0.95,2.13,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
tossed salad,62.96,1.02,4.95,4.22,2.15,1.56,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
mixed vegetable salad with curd sauce,60.28,4.23,7.03,1.5,3.79,2.16,vegetable,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
potato salad (aloo ka salaad),89.91,1.4,11.19,4.4,1.32,3.94,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
waldroff salad,141.75,1.47,11.02,10.05,1.87,8.23,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
coleslaw,76.71,1.24,5.59,5.32,2.34,3.62,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
fruit salad (phalon ka salaad),78.14,0.91,15.96,1.22,1.58,9.78,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
tomato onion raita (tamatar aur pyaaz ka raita),59.0,3.74,7.08,1.84,0.97,5.98,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
peanut raita (mungfali ka raita),150.39,8.59,9.3,8.98,1.89,7.11,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""vegan""]",medium
sprouted moong raita,60.89,4.62,6.13,2.19,0.16,5.59,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
bottle gourd raita (ghiya/lauki ka raita),56.31,3.98,5.76,2.07,0.85,5.25,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
cucumber raita (kheere ka raita),59.13,4.04,6.35,2.08,0.86,5.22,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
carrot and spinach raita (gajar aur palak ka raita),56.83,4.0,5.83,1.99,1.39,4.93,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
mint raita (pudinay ka raita),77.59,5.64,7.65,2.96,0.34,7.48,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
potato raita (aloo ka raita),75.38,4.22,10.24,2.04,0.75,5.08,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
boondi raita,687.72,2.19,3.96,73.83,0.46,1.88,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sweet raita (meetha raita),99.24,3.24,17.93,1.78,1.02,15.36,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
dahi vadas/dahi bhalla,667.73,2.96,5.49,70.4,0.97,1.78,other,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
gunjia,667.34,2.98,5.68,70.28,1.13,2.05,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
saunth/sonth chutney with tamarind/imli,141.53,1.01,33.55,0.15,0.93,31.31,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
rice kheer (chawal ki kheer),75.03,2.3,10.05,2.97,0.17,8.02,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
makhana kheer,107.85,3.31,12.88,5.0,0.11,11.54,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
vermicelli kheer (semiya/seviyan ki kheer),120.07,3.35,15.87,5.0,0.5,12.79,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
semolina kheer (suji/rava kheer),113.21,3.43,15.88,4.2,0.51,12.88,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
paneer kheer,105.31,4.53,10.03,5.37,0.07,9.87,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""veg""]",medium
cabbage kheer (pattagobhi ki kheer),83.51,2.87,9.73,3.8,0.51,9.28,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
carrot kheer (gajar ki kheer),85.35,2.81,10.09,3.85,0.73,9.63,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
cauliflower kheer (phoolgobhi ki kheer),81.95,3.04,8.78,3.95,0.55,8.49,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
moong dal kheer,77.16,2.95,9.89,2.97,0.4,7.92,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
phirni,116.12,3.49,16.11,4.34,0.36,10.79,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
semolina halwa (suji ka halwa),225.65,2.16,24.67,13.38,1.86,13.98,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
shahi suji halwa,382.34,3.48,44.44,21.73,2.96,27.21,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
carrot halwa (gajar ka halwa),172.64,3.11,18.53,9.73,2.65,16.85,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
egg halwa (ande ka halwa),299.74,7.85,39.59,13.41,0.49,37.85,protein,non-veg,north_india,"['lunch', 'dinner']",[],high
potato halwa (aloo ka halwa),151.66,1.53,29.18,3.48,1.64,17.42,vegetable,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
pumpkin halwa (kaddu ka halwa),190.27,1.33,27.6,8.81,2.97,26.64,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
moong dal halwa,349.8,8.35,40.23,17.68,2.65,25.59,protein,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
caramel custard (steamed),121.58,4.97,15.02,4.87,0.0,14.98,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""low-fat"", ""vegan""]",medium
baked custard,106.53,5.41,9.45,5.3,0.0,9.42,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""vegan""]",medium
soft custard (stirred),109.18,5.01,11.19,5.07,0.0,11.15,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
chocolate ice cream,177.7,4.47,15.41,11.25,0.0,15.33,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
mango ice cream,125.69,3.4,11.14,7.62,0.52,11.01,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
fruit ice cream (phalon ka ice cream),171.46,4.37,16.05,10.38,0.33,14.03,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
caramel ice cream,173.52,4.31,14.81,11.15,0.08,14.52,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
lemon souffle,168.51,6.95,13.43,10.02,0.0,11.67,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
orange souffle,168.28,6.8,14.2,9.73,0.22,12.31,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
vanilla souffle,187.85,7.71,14.78,11.19,0.0,12.86,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
chocolate souffle,189.32,7.88,14.74,11.36,0.0,12.69,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
pineapple souffle,196.14,8.06,15.52,11.72,0.0,13.45,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
apple mousse,106.92,4.21,12.77,4.27,1.6,10.56,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
rich chocolate mousse,188.26,7.96,10.84,12.19,0.0,10.3,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
mango mousse,124.98,3.21,9.14,8.47,0.88,8.89,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""vegan""]",medium
orange and pineapple cream,101.18,1.44,11.96,5.43,1.03,11.37,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
charlotte rousse,188.29,3.95,34.08,4.78,1.01,20.48,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
triffle pudding,116.97,2.93,18.24,3.93,0.12,13.89,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
snow flakes pudding,95.21,4.67,8.07,4.97,0.03,8.01,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
kulfi,98.43,3.21,11.3,4.7,0.12,10.39,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
steamed orange pudding,278.03,2.34,41.53,12.04,0.58,26.53,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
meringue and rice pudding,112.93,4.84,14.6,4.05,0.17,10.87,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
cheese pudding,285.01,11.29,19.27,18.37,0.05,18.63,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
chocolate pudding,211.96,3.55,29.59,9.48,0.53,20.68,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
