name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
"potatoes, frozen, french fried, par fried, extruded, unprepared",260.0,2.83,30.15,14.95,2.9,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""diabetes-friendly""]",medium
"potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",333.0,3.55,39.68,18.71,3.2,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""diabetes-friendly""]",medium
"potato salad, home-prepared",143.0,2.68,11.17,8.2,1.3,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"pumpkin flowers, raw",15.0,1.03,3.28,0.07,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"pumpkin flowers, cooked, boiled, drained, without salt",15.0,1.09,3.3,0.08,0.9,2.4,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"pumpkin leaves, raw",19.0,3.15,2.33,0.4,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"pumpkin pie mix, canned",104.0,1.09,26.39,0.13,8.3,0.0,snack,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",medium
"purslane, raw",20.0,2.03,3.39,0.36,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"purslane, cooked, boiled, drained, without salt",18.0,1.49,3.55,0.19,0.0,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"radishes, raw",16.0,0.68,3.4,0.1,1.6,1.86,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"salsify, (vegetable oyster), raw",82.0,3.3,18.6,0.2,3.3,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"salsify, cooked, boiled, drained, without salt",68.0,2.73,15.36,0.17,3.1,2.9,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"sauerkraut, canned, solids and liquids",19.0,0.91,4.28,0.14,2.9,1.78,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"seaweed, agar, raw",26.0,0.54,6.75,0.03,0.5,0.28,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sesbania flower, cooked, steamed, without salt",22.0,1.14,5.23,0.05,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soybeans, green, raw",147.0,12.95,11.05,6.8,4.2,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""good-protein"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soybeans, green, cooked, boiled, drained, without salt",141.0,12.35,11.05,6.4,4.2,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""good-protein"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soybeans, mature seeds, sprouted, raw",122.0,13.09,9.57,6.7,1.1,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""good-protein"", ""low-carb"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"spinach, canned, regular pack, solids and liquids",19.0,2.11,2.92,0.37,1.6,0.33,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"spinach, canned, regular pack, drained solids",23.0,2.81,3.4,0.5,2.4,0.4,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"spinach, frozen, chopped or leaf, unprepared (includes foods for usda's food distribution program)",29.0,3.63,4.21,0.57,2.9,0.65,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",34.0,4.01,4.8,0.87,3.7,0.51,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, summer, scallop, raw",18.0,1.2,3.84,0.2,1.2,2.39,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, summer, scallop, cooked, boiled, drained, without salt",16.0,1.03,3.3,0.17,1.9,1.5,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, summer, zucchini, includes skin, raw",17.0,1.21,3.11,0.32,1.0,2.5,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",15.0,1.14,2.69,0.36,1.0,1.71,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, acorn, cooked, baked, without salt",56.0,1.12,14.58,0.14,4.4,0.0,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, acorn, cooked, boiled, mashed, without salt",34.0,0.67,8.79,0.08,2.6,0.0,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, butternut, raw",45.0,1.0,11.69,0.1,2.0,2.2,dairy,veg,global,"[""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, butternut, cooked, baked, without salt",40.0,0.9,10.49,0.09,3.2,1.97,dairy,veg,global,"[""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, hubbard, cooked, boiled, mashed, without salt",30.0,1.48,6.46,0.37,2.9,2.93,snack,vegan,global,"[""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, spaghetti, raw",31.0,0.64,6.91,0.57,1.5,2.76,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",27.0,0.66,6.46,0.26,1.4,2.53,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"succotash, (corn and limas), raw",99.0,5.03,19.59,1.02,3.8,0.0,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"water convolvulus,raw",19.0,2.6,3.13,0.2,2.1,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"water convolvulus, cooked, boiled, drained, without salt",20.0,2.08,3.7,0.24,1.9,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sweet potato leaves, raw",42.0,2.49,8.82,0.51,5.3,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sweet potato leaves, cooked, steamed, without salt",35.0,2.18,7.38,0.34,1.9,5.48,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
"sweet potato, canned, mashed",101.0,1.98,23.19,0.2,1.7,5.45,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"sweet potato, frozen, unprepared (includes foods for usda's food distribution program)",96.0,1.71,22.22,0.18,1.7,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"sweet potato, frozen, cooked, baked, without salt",100.0,1.71,23.4,0.12,1.8,9.17,spice,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"taro, raw",112.0,1.5,26.46,0.2,4.1,0.4,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"taro shoots, cooked, without salt",14.0,0.73,3.2,0.08,0.0,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"taro, tahitian, raw",44.0,2.79,6.91,0.97,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"artichokes, (globe or french), cooked, boiled, drained, with salt",51.0,2.89,11.39,0.34,5.7,0.99,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",45.0,3.11,9.18,0.5,4.6,0.84,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"asparagus, cooked, boiled, drained, with salt",22.0,2.4,4.11,0.22,2.0,1.3,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"asparagus, canned, no salt added, solids and liquids",15.0,1.8,2.48,0.18,1.0,1.0,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",33.0,4.83,4.72,0.58,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lima beans, immature seeds, cooked, boiled, drained, with salt",123.0,6.81,23.64,0.32,5.3,1.63,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",medium
"lima beans, immature seeds, canned, no salt added, solids and liquids",71.0,4.07,13.33,0.29,3.6,0.93,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",105.0,6.65,19.45,0.3,4.8,1.37,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",20.0,1.86,3.5,0.32,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, raw",31.0,1.82,7.13,0.12,3.4,3.27,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, green, cooked, boiled, drained, with salt",35.0,1.89,7.88,0.28,3.2,3.63,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, cooked, boiled, drained, without salt",35.0,1.89,7.88,0.28,3.3,3.63,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, cooked, boiled, drained, with salt",35.0,1.89,7.88,0.28,3.3,3.63,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, frozen, all styles, unprepared",33.0,1.8,7.58,0.21,2.8,2.22,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, green, frozen, cooked, boiled, drained, with salt",28.0,1.49,6.45,0.17,3.0,1.88,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, frozen, cooked, boiled, drained, without salt",28.0,1.49,6.45,0.17,3.0,1.88,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beans, snap, yellow, frozen, cooked, boiled, drained, with salt",28.0,1.49,6.45,0.17,3.0,1.88,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"broadbeans, immature seeds, cooked, boiled, drained, with salt",62.0,4.8,10.1,0.5,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"broccoli, leaves, raw",28.0,2.98,5.06,0.35,2.3,1.48,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"broccoli, flower clusters, raw",28.0,2.98,5.06,0.35,2.3,1.48,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"broccoli, stalks, raw",28.0,2.98,5.24,0.35,0.0,0.0,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"brussels sprouts, frozen, cooked, boiled, drained, with salt",42.0,3.64,8.32,0.39,4.1,2.08,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"burdock root, cooked, boiled, drained, with salt",88.0,2.09,21.15,0.14,1.8,3.55,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"butterbur, cooked, boiled, drained, with salt",8.0,0.23,2.16,0.02,0.0,0.0,dairy,veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",24.0,1.21,5.37,0.18,2.3,0.0,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"cabbage, common (danish, domestic, and pointed types), stored, raw",24.0,1.21,5.37,0.18,2.3,0.0,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",14.0,1.5,2.41,0.17,1.7,0.0,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"cardoon, cooked, boiled, drained, with salt",20.0,0.76,4.74,0.11,1.7,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"carrots, cooked, boiled, drained, with salt",35.0,0.76,8.22,0.18,3.0,3.45,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"carrots, canned, no salt added, solids and liquids",23.0,0.59,5.36,0.14,1.8,2.46,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"celeriac, cooked, boiled, drained, with salt",27.0,0.96,5.9,0.19,0.0,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"celery, cooked, boiled, drained, with salt",18.0,0.83,4.0,0.16,1.6,2.37,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chard, swiss, cooked, boiled, drained, with salt",20.0,1.88,4.13,0.08,2.1,1.1,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chayote, fruit, cooked, boiled, drained, with salt",22.0,0.62,4.5,0.48,2.8,1.89,spice,vegan,global,"[""breakfast"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"corn, sweet, yellow, canned, no salt added, solids and liquids (includes foods for usda's food distribution program)",61.0,1.95,13.86,0.77,1.7,4.15,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"corn, sweet, yellow, canned, cream style, no salt added",72.0,1.74,18.13,0.42,1.2,3.23,grain,veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"corn, sweet, yellow, canned, vacuum pack, no salt added",79.0,2.41,19.44,0.5,2.0,5.59,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",79.0,2.55,18.71,0.67,2.4,3.07,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",94.0,3.11,22.33,0.74,2.8,3.59,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"cress, garden, cooked, boiled, drained, with salt",23.0,1.9,3.8,0.6,0.7,3.11,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"dandelion greens, cooked, boiled, drained, with salt",33.0,2.0,6.4,0.6,2.9,1.62,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"eggplant, cooked, boiled, drained, with salt",33.0,0.83,8.14,0.23,2.5,3.2,protein,veg,global,"[""breakfast""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"gourd, white-flowered (calabash), cooked, boiled, drained, with salt",13.0,0.6,3.1,0.02,1.2,0.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"jute, potherb, cooked, boiled, drained, with salt",37.0,3.68,7.29,0.2,2.0,1.0,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"kale, cooked, boiled, drained, with salt",44.0,2.94,5.3,1.21,2.3,1.21,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"kale, frozen, cooked, boiled, drained, with salt",36.0,2.94,5.3,1.21,2.3,1.21,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"kohlrabi, cooked, boiled, drained, with salt",29.0,1.8,6.69,0.11,1.1,2.8,spice,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"yambean (jicama), cooked, boiled, drained, with salt",36.0,0.72,8.23,0.09,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"yardlong bean, cooked, boiled, drained, with salt",47.0,2.53,9.17,0.1,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",64.0,1.95,15.41,0.5,0.7,0.0,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"corn, sweet, white, canned, whole kernel, drained solids",67.0,2.29,14.34,1.22,2.0,4.44,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"corn, sweet, white, canned, cream style, regular pack",74.0,1.74,18.62,0.42,1.2,6.09,grain,veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"corn, sweet, white, canned, cream style, no salt added",72.0,1.74,18.13,0.42,1.2,2.21,grain,veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",80.0,2.75,19.56,0.43,2.4,3.12,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"corn, sweet, white, frozen, kernels on cob, unprepared",98.0,3.28,23.5,0.78,2.8,0.0,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
